,Unnamed: 0,Speaker,Response,party,IntSpeakerTarget,MatchToTopic,PartyClassifier
96,149,GORE,"i got some of the details wrong last week in some of the examples that i used, jim, and i’m sorry about that. and i’m going to try to do better. one of the reasons i regret it is that getting a detail wrong interfered several times with the point that i was trying to make. however many days that young girl in florida stood in her classroom, however long, even if it was only one day, doesn’t change the fact that there are a lot of overcrowded classrooms in america and we need to do something about that. there are seniors who pay more for their prescriptions than a lot of other people, more than their pets, sometimes. more sometimes than people in foreign countries. and we need to do something about that. not with the measure that leaves the majority of them without any real basic help until the next president’s term of four years is over. but right away. and that means doing it under the medicare program.",0,8,False,0.001389447133988142
97,150,GORE,"i can’t promise that i will never get another detail wrong. i can promise you that i will try not to, and hard. but i will promise you this with all the confidence in my heart and in the world, that i will do my best if i’m elected president, i’ll work my heart out to get the big things right for the american people.",0,8,False,0.9098552465438843
98,151,GEORGE W. BUSH,"that’s going to be up to the people, isn’t it? ",1,3,False,0.9901449680328369
99,152,GEORGE W. BUSH,depends on what he says in the future in the campaign. ,1,3,False,0.008034107275307178
100,153,GEORGE W. BUSH,i hope they’re not awful things. i think they may be using the man’s own words. ,1,3,False,0.04090459272265434
101,154,GEORGE W. BUSH,i don’t believe i’ve used those words. ,1,3,False,0.1852307766675949
102,155,GEORGE W. BUSH,maybe they have. ,1,3,False,0.4533286988735199
103,156,GEORGE W. BUSH,wait a minute. (laughter) ,1,3,False,0.006694851443171501
104,157,GORE,i don’t use language like that and i don’t think that we should. ,0,8,False,0.3429165184497833
105,158,GORE,"i understand. the — i haven’t seen that, in my commercials? ",0,8,False,0.9210038185119629
106,159,GEORGE W. BUSH,you haven’t seen the commercial? ,1,3,False,0.1513032466173172
107,160,GORE,"i think that what — i think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy. i think anybody would have a hard time explaining that clearly in a way that makes sense to the average person. ",0,8,False,0.0002578539424575865
108,161,GEORGE W. BUSH,that’s the kind of exaggeration i was just talking about. (laughter) ,1,3,False,0.002346079098060727
109,162,GORE,"well, i wasn’t the one having trouble explaining it. ",0,8,False,0.6673681139945984
110,165,GEORGE W. BUSH,"jim, thank you very much. mr. vice president, thank you very much, and i would like to thank the folks here at wake forest, and i want to thank you all for listening. i’m running to get some things done for america. there’s too many issues left unresolved. there’s been too much finger pointing and too much name calling in washington, d.c. i would like to unite this country to get an agenda done that will speak to the hopes and aspirations of the future. i want to have an education system that sets high standards, local control of schools and strong accountability. no child should be left behind in america. i want to make sure we rebuild our military to keep the peace. i worry about morale in today’s military. the warning signs are clear. it is time to have a new commander in chief who will rebuild the military, pay our men and women more, make sure they’re housed better and have a focused mission",1,3,False,0.9969084858894348
